Topic,Count,Name,Representation,Representative_Docs
12,16,12_每個人都會犯錯_作者_18_69,"['每個人都會犯錯', '作者', '18', '69', '220', '一切虛幻的不可思議', '一來獲取緩刑機會', '三來多數人會讚賞自首的勇氣', '不能因為一件事就全盤否定一個人', '不要故意講成犯錯']","['· 作者 我沒有太多失望，當初我看到他們全員沒當兵的時候就有譜了，畢竟人生沒那麼多巧合，但既然今天被揭發出來，就面對錯誤的那個自己，或許也有被偽造文書騙過去的醫生，但我相信更多的是和閃兵集團「合作」的醫生，從頭到尾都不只是只有藝人應該扛責', '· 作者 你是一個理性的粉絲，當年的確是做了錯事，見到這麼多人被揭發，或許真的也跨不出承認的那一步，害怕好不容易重組的未來就此打散，至少在被揭發的時候馬上承認，可能他們沒有主動的勇氣，但或許不知道何時穿幫的壓力也壓在他們心頭太久了，好好面對並承擔錯誤，一切交給命運吧，每個人都要為自己的錯誤選擇付出代價', '張書偉已經承認花十五萬偽造地中海貧血逃兵，他們的歌我聽很多年，也為ENERGY寫過很多文章，我為他們中年之後和好並復合感動，但是涉於犯罪，我站在中立立場，別說什麼孰能無過，每個人都會做錯，但不是每個人都會犯法，這句話不適合用在犯法的事情上，也別說當時經紀公司操作，在那個年代不是所有人都選擇這個方式，即便是礙於經紀公司，之前王大陸閃兵事件一連串爆發後，為什麼不自首？陳柏霖甚至還說在等警察來，小杰更不用說，他看著同團威廉被封殺到沒收入，他也還是不自首，關於今天甚至以後被抓的藝人，我沒有同情，粉絲當然可以力挺到底，但是請拿出做人的底線，不要盲目幫他們找一大堆藉口，錯了就是承擔後果，勇敢認錯負責，改過自新，重新再來過我都覺得很好，我剛去看了粉絲留言，我沒什麼評論，我也沒後悔我為他們寫過那麼多文章，我是因為他們的感情而寫，坤達氣胸開過刀，我願意相信他是無辜，在我的立場，就算是我的偶像，犯錯我也不會挺，人品對我比他的外表、才華、努力都更重要，其他人如果也有付錢閃兵，我真的希望勇於承認比警察上門來得令人尊重。 反正都肯定交保，重要的是犯後態度 粉絲要來譙我請便，我只講我認為對的話，相信我覺得對的事情 220 69 2 18 熱門 查看動態']"
13,14,13_也拒絕這種為逃兵藝人洗白的話術_請不要娛樂化他長期勾結犯罪集團詐騙逃兵的行為_又蠢又邪惡_永遠抵制王大陸,"['也拒絕這種為逃兵藝人洗白的話術', '請不要娛樂化他長期勾結犯罪集團詐騙逃兵的行為', '又蠢又邪惡', '永遠抵制王大陸', '王大陸教唆人暴力造成重傷害', '一點也不好笑', '一點也不好笑不可愛', '王大陸不是什麼', '他是個油膩的中年人', '珍貴的大男孩']","['王大陸教唆人暴力造成重傷害，又蠢又邪惡，一點也不好笑。請不要娛樂化他長期勾結犯罪集團詐騙逃兵的行為。永遠抵制王大陸，也拒絕這種為逃兵藝人洗白的話術。', '王大陸教唆人暴力造成重傷害，又蠢又邪惡，一點也不好笑。請不要娛樂化他長期勾結犯罪集團詐騙逃兵的行為。永遠抵制王大陸，也拒絕這種為逃兵藝人洗白的話術。', '王大陸教唆人暴力造成重傷害，又蠢又邪惡，一點也不好笑。請不要娛樂化他長期勾結犯罪集團詐騙逃兵的行為。永遠抵制王大陸，也拒絕這種為逃兵藝人洗白的話術。']"
14,14,14_by_edward_effect_lorenz,"['by', 'edward', 'effect', 'lorenz', 'norton', '一隻蝴蝶在巴西輕拍翅膀', '不愧是大', '不會開特斯拉的門', '不要跟打不開特斯拉車門', '去警局報案結果自己被抓']","['不會開特斯拉的門 要出庭應訊忘了帶身分證 去警局報案結果自己被抓 真的很天 1.6 萬', '笑到不行+1 各種神展開，寶藏男孩真是帶來一連串的不可思議的劇情！ 帶大家見證了真實的蝴蝶效應。', '蝴蝶效應Butterfly Effect 一隻蝴蝶在巴西輕拍翅膀，可以導致一個月後德克薩斯州的一場龍捲風。  BY-美國氣象學家愛德華．羅倫茲（Edward Norton Lorenz） 第一次知道這個其實是看電影蝴蝶效應，由艾希頓庫奇主演 回到這件事來看就因為一件開車門的事件引發後續的效應，如果不是這件事情為開端可能永遠隨著石沈大海..']"
15,14,15_他其實有當兵啦_他以前在淡大讀書的時候就很出名了_他已經從明星變諧星_他很可愛欸,"['他其實有當兵啦', '他以前在淡大讀書的時候就很出名了', '他已經從明星變諧星', '他很可愛欸', '他是這麼偉大的一個人', '他是兩者都要', '他每次出現都是歷史性的猛料', '他真的很適合當諧星xdddd', '他替代役', '他本來就夜店王']","['又想起鄭元暢當初在海巡署 真是帥氣😍', '他很可愛欸 花300萬 然後還是得當兵。', '他以前在淡大讀書的時候就很出名了，就是那種顏值高又常在籃球場上鬥牛跑跳的明星學生。後來說不用當兵，校內大多同期學生都很吃驚，尤其是男生們！！！！']"
16,14,16_高血壓_用高血壓逃兵_echo或是相關檢查_五月被通知,"['高血壓', '用高血壓逃兵', 'echo或是相關檢查', '五月被通知', '一堆看起來是男的帳號也在護航', '修杰楷達不到免役', '十月被上銬才說會反省', '但還不達免役', '他是用假資料', '有一些帳號很奇怪']","['誰幫他開診斷證明這更是重點吧！沒做過heart echo或是相關檢查，你跟我說有心臟疾病！這360萬不是主嫌收而已吧！', '謝坤達跟修杰楷，我覺得是最過分的兩個。 謝的確氣胸過，有引流手術，但還不達免役。他是用假資料（高血壓）申請免疫，然後對外宣稱氣胸免役，騙國家又騙社會大眾。 修杰楷達不到免役，用高血壓拿到替代役，還要叫賈靜雯懷孕好用家有幼兒提早離席。 這群人，五月被通知，十月被上銬才說會反省。有一些帳號很奇怪，都幾第幾天了還在糾結藝人被上銬。迷妹瞎護航也就算了，一堆看起來是男的帳號也在護航。 我就問，哪個正常服役的看他們被抓會心疼的？ 護航的八成自己也逃兵，怕自己被上銬吧！ 要新增最可惡第三：陳柏霖 用高血壓逃兵，對外說氣喘', '謝坤達跟修杰楷，我覺得是最過分的兩個。 謝的確氣胸過，有引流手術，但還不達免役。他是用假資料（高血壓）申請免疫，然後對外宣稱氣胸免役，騙國家又騙社會大眾。 修杰楷達不到免役，用高血壓拿到替代役，還要叫賈靜雯懷孕好用家有幼兒提早離席。 這群人，五月被通知，十月被上銬才說會反省。有一些帳號很奇怪，都幾第幾天了還在糾結藝人被上銬。迷妹瞎護航也就算了，一堆看起來是男的帳號也在護航。 我就問，哪個正常服役的看他們被抓會心疼的？ 護航的八成自己也逃兵，怕自己被上銬吧！ 要新增最可惡第三：陳柏霖 用高血壓逃兵，對外說氣喘']"
17,13,17_一群笑話_你做的事有什麼好笑的嗎_他到底在笑什麼_不要過度解讀別人的意思好嗎,"['一群笑話', '你做的事有什麼好笑的嗎', '他到底在笑什麼', '不要過度解讀別人的意思好嗎', '不合適吧', '下面留言超好笑', '在開庭跟開溜之間選擇了開天窗', '哪個天才想的', '忍不住要宣傳一下', '留言也很精彩']","['請問我有覺得好笑嗎？ 我是在針對這篇文回應 不要過度解讀別人的意思好嗎', '這時候笑，不合適吧！？ 你做的事有什麼好笑的嗎！？ 有什麼值得你笑的嗎！？ 🙄🙄😑😑', '下面留言超好笑 在開庭跟開溜之間選擇了開天窗 （哪個天才想的，忍不住要宣傳一下🤣）']"
18,11,18_查看動態_熱門_閃兵集團_380,"['查看動態', '熱門', '閃兵集團', '380', '192', '友人', '暗示他們有類似經驗', '逃兵役未遂', '還發現王大陸涉嫌撂人打司機殺人未遂後再爆案外案', '王大陸找黑幫為直播主女友討債']","['藝人閃兵風波延燒，起源是王大陸日前爆出以360萬元取得免役資格，成為檢警偵辦「閃兵集團」的關鍵人物。事件延燒至今，隨著修杰楷、陳柏霖、Energy書偉（張書偉）及坤達陸續被拘提到案，整起風暴震撼演藝圈。對此，財經網紅胡采蘋在社群發文揭露事件始末，直指這場風波其實是王大陸「自投羅網」，一手把自己送進案情漩渦之中。 setnsocial.pse.is/89q3g…  2 / 2 star.setn.com 藝人閃兵抓不完！她曝光驚人內幕「王大陸自己耍笨」意外扯出15男星 | 娛樂星聞', '王大陸：「我也是可以當兵，可是我不想要他騙我。」 友人：「可以去問陳柏霖、陳零九」 （暗示他們有類似經驗） 勘驗手機發現王大陸花了三百六十萬想逃兵役，但匯款了找不到主嫌，逃兵役未遂，意外的讓案子掀開「閃兵集團」槓上開花！ 另外，還發現王大陸涉嫌撂人打司機殺人未遂後再爆案外案，王大陸找黑幫為直播主女友討債。 3,380 49 51 192 熱門 查看動態', '王大陸：「我也是可以當兵，可是我不想要他騙我。」 友人：「可以去問陳柏霖、陳零九」 （暗示他們有類似經驗） 勘驗手機發現王大陸花了三百六十萬想逃兵役，但匯款了找不到主嫌，逃兵役未遂，意外的讓案子掀開「閃兵集團」槓上開花！ 另外，還發現王大陸涉嫌撂人打司機殺人未遂後再爆案外案，王大陸找黑幫為直播主女友討債。 3,380 49 51 192 熱門 查看動態']"
19,10,19_一堆帶風向的_一定是律師評估過_不然哪來的證據_不能再拗了,"['一堆帶風向的', '一定是律師評估過', '不然哪來的證據', '不能再拗了', '不譴責犯法的人', '他們的確該為自己的行為負責', '以為自己不會被抓', '但說真的', '但人家被傳喚就去去了啊', '你是很理性不盲目護航而且尊重法律的粉絲']","['完全同意。但說真的，權貴和高官子弟就沒有逃兵的問題嗎？現在看到的，反而更像是司法被用來掩蓋中央缺乏政績的問題，甚至出現明顯的雙重標準。', '一堆帶風向的，這個是案外案，當初幫忙處理的人不小心洩漏的，不然哪來的證據？如果依照有些人的想法，應該把所有免役還沒死的全部抓來複檢嗎？', '都已經通知到案說明 死不去 被拘提剛好  這不是逃避 難道這是啥？ 性侵當然很惡劣 但人家被傳喚就去去了啊']"
20,10,20_15_假扮高血壓_修杰楷認了_energy還有棒棒堂成員免服兵役,"['15', '假扮高血壓', '修杰楷認了', 'energy還有棒棒堂成員免服兵役', '因王的律師要求', '檢方深入追查案件細節後', '沒想到竟在對話紀錄中發現', '才在今天將涉案人等傳喚到案', '王大陸閃兵一事先前在開庭時', '當庭勘驗閃兵集團主嫌陳志明的手機']","['認了！Energy書偉、棒棒堂小杰坦承閃兵 各花15萬、30萬裝高血壓 王大陸閃兵一事先前在開庭時，因王的律師要求，當庭勘驗閃兵集團主嫌陳志明的手機，沒想到竟在對話紀錄中發現，陳嫌自誇曾成功幫助陳柏霖、修杰楷、Energy還有棒棒堂成員免服兵役，檢方深入追查案件細節後，才在今天將涉案人等傳喚到案。  1 / 2 4,884 105 99 737 熱門 查看動態', '認了！Energy書偉、棒棒堂小杰坦承閃兵 各花15萬、30萬裝高血壓 王大陸閃兵一事先前在開庭時，因王的律師要求，當庭勘驗閃兵集團主嫌陳志明的手機，沒想到竟在對話紀錄中發現，陳嫌自誇曾成功幫助陳柏霖、修杰楷、Energy還有棒棒堂成員免服兵役，檢方深入追查案件細節後，才在今天將涉案人等傳喚到案。', '· 作者 書偉和小杰的更新。 fatfatfamily9487 2025-10-21 認了！Energy書偉、棒棒堂小杰坦承閃兵 各花15萬、30萬裝高血壓 王大陸閃兵一事先前在開庭時，因王的律師要求，當庭勘驗閃兵集團主嫌陳志明的手機，沒想到竟在對話紀錄中發現，陳嫌自誇曾成功幫助陳柏霖、修杰楷、Energy還有棒棒堂成員免服兵役，檢方深入追查案件細節後，才在今天將涉案人等傳喚到案。']"
21,9,21_108_491_682_91,"['108', '491', '682', '91', '一堆留言在說抓詐騙有這麼認真就好的', '一定要拿回來', '他們剛好都叫同一個代辦公司', '代辦人又管不住嘴', '你要給詐騙的人再一次機會', '偷查個資']","['他們剛好都叫同一個代辦公司 代辦人又管不住嘴 整天講沒問題啦 誰誰誰都我辦的 結果就這些名單都被調查了', '偽造文書逃兵的背後就是一個詐騙集團在操作，助紂為虐。 王大陸這種咖出包後，拉出一大串共犯結構。 如果幾個月前主動自首，那還會覺得他有承擔改過，現在是被抓後，才一堆廢話。', '應該要改名叫王警政署長了 憑一己之力，揪出整個 長達十幾二十年以上的逃兵集團相關產業鏈； 還有「偷查個資」案外案再揪出手腳不乾淨的相關人員； 跟計程車司機起衝突，後續的「教.唆.開扁」 牽出其他富二代跟黑道的開扁產業鏈 直播主女友遭馬扁440萬，組成「失去的！一定要拿回來！」群組，在勾出黑道跟相關人員，買對方個資再討.債.施壓 短短兩年就成立多少案件，深入多少案件核心， 現在還在裡面服兵役為台灣當兵（認真打飯給同袍吃） 這波應該可以從臥底升上署長了  1 / 2 3,682 108 91 2,491 熱門 查看動態']"
22,9,22_476_342_等第4波_452,"['476', '342', '等第4波', '452', '261', '158', '222', '114', '110', '']","['4,158', '1,342', '4,476']"
